"acct_id","acct_type","cust_id","bal_boy"
"44426297",c,189,19357.60
"25991975",c,190,17899.42
"80167652",c,191,21302.01
"20932240",c,192,31999.21
"64727935",c,193,24074.72
"80002522",c,194,16070.84
"69021177",c,195,6644.86
"96937749",c,196,18817.48
"21456853",c,197,4809.22
"84495830",c,198,12020.05
"97215516",c,199,8754.68
"82185113",c,200,7156.44
"40071542",c,201,33005.69
"28242343",c,203,38015.25
"68595933",c,204,21969.95
"77706568",c,205,35524.59
"41416667",c,207,27197.41
"77771800",c,208,6963.67
"57271981",c,209,8495.09
"47927504",c,211,35425.52
"94447563",c,212,25233.98
"77130630",c,213,12988.28
"86317847",c,214,10404.70
"48871668",c,215,8171.98
"24907224",c,216,6943.78
"38249719",c,217,11052.82
"18377377",c,218,7346.22
"83998458",c,220,25961.18
"28664492",c,221,32481.72
"45839882",c,222,32300.35
"74028197",c,223,30394.95
"26346905",c,225,9516.00
"24363268",c,226,7348.17
"44426906",c,227,19210.98
"55134074",c,228,10890.74
"25998371",c,229,6741.28
"71134835",c,230,19831.97
"93459011",c,231,8266.97
"61980428",c,232,13774.56
"54239727",c,233,8223.52
"74275729",c,234,8471.16
"33276346",c,235,18523.97
"60475571",c,236,11720.69
"14999158",c,237,6432.43
"87909829",c,239,22156.09
"85983091",c,241,6702.84
"65537737",c,242,5998.24
"33100511",c,243,6337.56
"35258553",c,244,9652.96
"60289147",c,245,23699.63
"76503082",c,246,8889.54
"76002881",c,247,7338.87
"76169780",c,249,14617.01
"51547750",c,250,3854.62
"74272680",c,251,9050.78
"45265340",c,253,25478.59
"61726167",c,256,11723.77
"24830981",c,257,10581.52
"48216993",c,258,23987.01
"92881946",c,259,17050.25
"57531028",c,260,6216.41
"62658640",c,261,19412.13
"56548257",c,262,12784.31
"88022248",c,263,5590.68
"89341336",c,264,17020.35
"30056536",c,265,19265.04
"53251305",c,266,8306.09
"57679028",c,267,7808.86
"20676655",c,268,4672.68
"63184542",c,269,6512.04
"74014421",c,270,7239.50
"30634784",c,271,6699.31
"56072235",c,272,29238.13
"19627355",c,273,3179.18
"58299197",c,274,8110.77
"96476150",c,275,6101.20
"36758441",c,276,37313.77
"47213876",c,277,4442.17
"39796383",c,278,7447.06
"88540794",c,279,5227.82
"54391962",c,280,33455.74
"38400096",c,281,7909.16
"57581224",c,282,24353.69
"81609892",c,283,20687.23
"20898239",c,284,6762.71
"88996430",c,285,32962.99
"27722079",c,287,8848.10
"91339620",c,288,35562.63
"40301409",c,289,14606.86
"75092607",c,290,10488.72
"91168219",c,291,19110.35
"45908035",c,292,26283.68
"16087472",c,293,5636.26
"89963565",c,294,10613.76
"53825556",c,295,9247.70
"75214281",c,297,19412.95
"67077299",c,298,6693.47
"74768527",c,299,27051.95
"46117400",c,300,37183.06
"59329513",c,301,2311.99
"30796963",c,302,5865.66
"85304167",c,303,20486.10
"54184228",c,304,16780.69
"61766231",c,305,35185.65
"54333518",c,306,38253.66
"76607628",c,307,9864.32
"75828271",c,309,6393.20
"80911417",c,310,6388.45
"21638200",c,311,7907.97
"20152734",c,312,7903.84
"86613858",c,313,31912.16
"76565972",c,314,25257.30
"31537321",c,315,3485.89
"53228339",c,316,14118.10
"98777334",c,317,25288.55
"70015664",c,318,10130.88
"58527783",c,319,30482.72
"79489530",c,320,18930.00
"20666400",c,321,29310.48
"47210111",c,322,7901.12
"97905553",c,323,36013.01
"32773197",c,324,15259.78
"92408161",c,325,37461.27
"65764591",c,326,2762.33
"53476308",c,327,22177.22
"92966107",c,328,8208.61
"68752891",c,329,37579.84
"10119656",c,330,32466.00
"32293205",c,331,8707.90
"34336794",c,332,35637.60
"13401439",c,333,3787.41
"19913879",c,334,9661.85
"23826531",c,335,9415.31
"16319764",c,336,5635.43
"51494139",c,337,32713.87
"29857988",c,338,4979.59
"31191693",c,340,36763.13
"68343362",c,341,14687.76
"24860245",c,342,8331.37
"62204509",c,343,7804.55
"80798996",c,344,7453.82
"10447854",c,345,9888.44
"46695772",c,346,6355.10
"85097084",c,347,6546.15
"71701854",c,348,5538.34
"54331524",c,349,7116.77
"47659137",c,350,6914.38
"41646284",c,351,7499.88
"74548324",c,352,5729.42
"41147737",c,353,12034.54
"19341768",c,354,24492.87
"57041571",c,355,36239.48
"66763519",c,356,30142.07
"59005787",c,357,15412.05
"36875245",c,358,16705.61
"27844504",c,359,27067.81
"48893536",c,360,6670.50
"62967629",c,361,24685.15
"46112122",c,362,5383.38
"14273434",c,363,8902.05
"40217547",c,364,9183.62
"22828663",c,365,19930.83
"66204461",c,366,7713.59
"18463825",c,367,12391.37
"73310788",c,369,24469.56
"82752570",c,370,7694.39
"94186776",c,371,18800.74
"63347493",c,372,7155.61
"37673541",c,373,24864.62
"11631593",c,374,21157.28
"77744400",c,375,5942.79
"41699245",c,376,11204.10
"63982172",c,378,27451.38
"88567714",c,380,35490.70
"13108589",c,381,8179.54
"49273970",c,382,9024.46
"58437839",c,383,4840.49
"73395540",c,384,8010.02
"59899338",c,385,14057.06
"13327678",c,386,17106.70
"51063934",c,387,9624.13
"55414681",c,388,9643.83
"28852012",c,389,10526.26
"21297888",c,390,29279.73
"42350063",c,391,12024.81
"24633992",c,392,12695.02
"98785778",c,393,6209.84
"77558351",c,394,30327.02
"79999928",c,395,10563.18
"72536545",c,396,6124.97
"65132375",c,397,5171.45
"31793809",c,398,5067.38
"52148917",c,399,14065.17
"91244840",c,401,36650.59
"72411175",c,402,8387.88
"88423098",c,404,4342.51
"35981544",c,405,26683.82
"97706926",c,406,7141.09
"22265943",c,407,6948.21
"99340088",c,408,6687.41
"41488286",c,409,35472.28
"26398406",c,410,6344.18
"50930251",c,411,6988.37
"71601966",c,412,5951.68
"17346706",c,413,8279.46
"30359602",c,414,26533.71
"29420207",c,415,7746.87
"65129498",c,416,8108.93
"85340193",c,417,11706.09
"71383873",c,419,7775.39
"36537724",c,420,7218.85
"32284865",c,424,10005.28
"49574664",c,426,19883.02
"18246768",c,428,19509.03
"96798750",c,429,36708.03
"45051322",c,430,6890.48
"25220678",c,431,9972.09
"45556142",c,432,7683.02
"36648784",c,433,8980.16
"45579064",c,434,13172.81
"87761271",c,437,7862.01
"64431034",c,438,11741.06
"40524034",c,439,11416.02
"93450511",c,440,18406.47
"12251770",c,441,4506.19
"48695772",c,442,24112.89
"89948338",c,443,20550.42
"10415999",c,444,14397.45
"12835085",c,445,15123.14
"95128597",c,446,15750.50
"30317893",c,447,8388.79
"17417637",c,449,5595.74
"44044436",c,450,30799.20
"26085261",c,451,6253.88
"50755646",c,452,7409.49
"56551460",c,453,26045.95
"89853991",c,454,22601.56
"24879227",c,455,12375.02
"73323993",c,456,21329.88
"90416072",c,457,29428.52
"96252239",c,458,26631.46
"16615971",c,459,11016.54
"93103517",c,460,23661.65
"83888388",c,461,5860.48
"19912471",c,462,9141.55
"41204355",c,463,17569.02
"76716490",c,464,11611.91
"63699668",c,465,24012.06
"81534980",c,467,22508.21
"56665341",c,468,3937.54
"24017435",c,469,13343.99
"13005943",c,470,7507.00
"73237244",c,471,4425.78
"94610617",c,474,33772.80
"23406064",c,477,25443.12
"29028028",c,478,6382.24
"95629443",c,479,10814.93
"43208936",c,480,36946.08
"16177689",c,481,8702.37
"59013804",c,482,35387.39
"82851637",c,483,4478.95
"84103993",c,484,39106.38
"87178550",c,485,27639.32
"74953714",c,486,13591.05
"25356258",c,561,17994.45
"16533940",c,562,13754.12
"60632896",c,487,31462.28
"23561596",c,488,16282.67
"56456909",c,489,3695.12
"43721462",c,490,6575.74
"68027862",c,491,40703.43
"75419597",c,492,14571.02
"74708193",c,493,4557.70
"71293793",c,494,6824.78
"84456902",c,495,32087.73
"59099341",c,496,21549.60
"74692644",c,497,32174.17
"16480489",c,498,15640.17
"74458924",c,499,31579.79
"48516770",c,500,6955.48
"78227222",c,501,10176.46
"63421428",c,502,31860.29
"64767509",c,503,36417.25
"59373848",c,504,18186.88
"89107501",c,505,32276.83
"69236265",c,506,14054.25
"39376796",c,507,6270.53
"52801783",c,508,8642.70
"78472658",c,509,35909.55
"84140745",c,510,5391.32
"62825253",c,511,10546.13
"86151770",c,513,28571.51
"34815538",c,514,5964.03
"17882079",c,515,4274.55
"97036882",c,516,7398.02
"66603285",c,517,9433.61
"71933822",c,518,4852.78
"27204180",c,519,32361.43
"13706519",c,520,29372.66
"21645462",c,521,6963.50
"35793452",c,522,12033.53
"68104689",c,523,22508.18
"60392655",c,524,27352.95
"51145669",c,525,25517.52
"37359977",c,526,14009.63
"64020865",c,527,7626.30
"53878666",c,528,11963.56
"57130077",c,529,6272.71
"91510769",c,530,10605.94
"60747004",c,531,34422.93
"36197474",c,532,23031.33
"49343286",c,533,7262.71
"22481250",c,534,8178.39
"87623241",c,536,24297.60
"96408685",c,537,6972.91
"64402083",c,538,10473.44
"81439949",c,539,7754.25
"64918301",c,540,36590.39
"29104192",c,542,26742.07
"21835055",c,543,31717.10
"99989237",c,544,9167.49
"58226968",c,545,10515.48
"23628884",c,547,19976.11
"88979282",c,548,9845.63
"23787055",c,549,34098.13
"19096327",c,550,35545.10
"41522744",c,551,36229.96
"63025471",c,552,13161.44
"73312222",c,553,4291.28
"82449240",c,554,6287.72
"59829412",c,556,18550.98
"39160794",c,557,24301.65
"20317794",c,558,20318.58
"18677835",c,559,31663.73
"36168973",c,560,6360.44
"81037987",s,492,8225.22
"15389537",c,563,13235.57
"91768631",c,564,22665.38
"78739617",c,565,26443.20
"44591532",c,566,6886.91
"99914354",c,567,10068.95
"98404396",c,569,5334.90
"74546737",c,570,7284.68
"99642045",c,571,7846.03
"88579207",c,572,39155.83
"92036827",c,573,26521.19
"92242677",c,574,14888.10
"97177069",c,575,7104.78
"69759765",c,576,37404.07
"72842363",c,577,33932.77
"47080977",c,578,7786.60
"18542535",c,579,5911.86
"95136089",c,580,7422.74
"71494355",c,581,9110.54
"28673507",c,583,19562.79
"34791143",c,584,5348.64
"96654015",c,585,6506.60
"59235425",c,586,4900.34
"29382275",c,587,20243.86
"99476406",c,588,8123.56
"61936092",c,589,17203.63
"52645547",c,590,21376.70
"50672254",c,591,25976.61
"89818968",c,592,16550.27
"54371990",c,593,5886.78
"51359798",c,594,8149.41
"19330560",c,595,37796.00
"12943339",c,596,7197.18
"46263102",c,597,32268.31
"74808691",c,598,6636.84
"38845890",c,599,7237.45
"27775692",c,600,23338.97
"90981411",c,601,5527.12
"28908337",c,602,15662.81
"39777618",c,603,27731.83
"68495394",c,604,26115.61
"22219484",c,605,5829.80
"70264439",c,606,15408.61
"12762906",c,607,5078.12
"97374159",c,609,4989.22
"12970671",c,611,8986.68
"28674750",c,612,7829.88
"61665675",c,613,16552.61
"74880091",c,614,13034.31
"14306575",c,615,7614.28
"61044449",c,616,3403.86
"91207732",c,617,8744.05
"24947760",c,618,9220.71
"62335089",c,619,10795.51
"13629503",c,620,14788.65
"75822719",c,622,4673.91
"45862400",c,623,14844.31
"97576024",c,624,7136.50
"40987694",c,625,21096.35
"13464296",c,626,36973.66
"48363217",c,627,6109.11
"45436413",c,628,6249.10
"29151164",c,629,5746.92
"69929959",c,630,23246.36
"60272080",c,631,6814.04
"22182401",c,632,31692.44
"51400395",c,633,14000.21
"18946918",c,634,9043.93
"62000373",c,636,29942.21
"62574058",c,637,5972.99
"79474160",c,638,32532.22
"84547606",c,639,25290.85
"99786812",c,713,5800.14
"45237119",c,714,28395.50
"71179939",c,715,8533.80
"90307295",c,794,4975.49
"75823055",c,1037,16797.86
"16594881",c,640,7430.19
"18685294",c,641,18526.23
"24592806",c,642,29540.22
"91147714",c,643,5017.84
"29021667",c,644,29281.34
"52950246",c,645,29686.03
"59068054",c,646,26615.12
"99145652",c,647,20742.64
"31066886",c,648,18000.12
"23339682",c,649,29630.29
"48949244",c,650,6073.37
"66792848",c,651,5895.09
"25610278",c,652,38804.46
"44292617",c,654,7690.21
"80479345",c,655,14466.23
"51619636",c,656,24841.91
"99758865",c,657,25481.78
"97980463",c,658,9051.34
"52650379",c,659,13763.08
"66757882",c,660,6409.82
"96452720",c,661,23874.45
"39583668",c,662,18932.42
"60691698",c,664,31624.60
"96716566",c,665,21234.05
"48880904",c,666,7390.33
"79846654",c,667,8090.60
"77578031",c,668,24231.07
"49465421",c,669,16331.04
"52895213",c,670,9203.04
"48900995",c,671,14681.38
"32461165",c,672,22305.01
"32252504",c,673,10556.60
"29404383",c,674,7760.05
"73361922",c,675,14836.98
"26244422",c,676,32960.59
"99691078",c,677,9274.45
"93663678",c,678,4829.27
"71628405",c,679,10473.26
"93883618",c,680,9431.95
"84723398",c,681,35488.85
"97883247",c,682,23660.46
"60685626",c,683,20210.58
"10411473",c,684,5254.69
"73563790",c,685,8660.27
"65641607",c,686,32608.67
"45981344",c,687,11261.53
"45200155",c,688,31953.38
"93577824",c,689,8485.22
"46842286",c,690,4632.33
"19888476",c,691,16317.50
"42642724",c,693,6897.87
"21022258",c,694,23855.89
"68553270",c,695,12379.74
"79109406",c,696,17100.01
"98561258",c,697,9893.31
"96246489",c,698,33973.45
"63810651",c,699,10672.82
"63071612",c,700,24945.84
"46651577",c,701,24225.57
"40240182",c,702,7225.11
"84634320",c,703,32219.78
"25217900",c,704,5079.66
"70770265",c,705,9623.95
"69511894",c,706,17250.91
"70410854",c,707,6317.11
"35178405",c,708,6355.83
"41513247",c,709,7852.21
"19673789",c,710,12897.98
"85409970",c,711,20219.51
"20481909",c,712,28294.71
"33318058",c,717,7386.13
"59118210",c,718,31279.72
"44785622",c,719,5040.28
"78494657",c,720,28727.93
"40897096",c,721,28779.70
"85361891",c,722,36112.72
"29799017",c,723,3843.98
"60128728",c,724,6443.05
"34030096",c,725,7153.43
"19144250",c,726,29757.42
"70480615",c,727,13672.93
"61067956",c,728,34780.86
"37546659",c,729,5083.15
"57390348",c,730,16565.09
"10141425",c,731,11681.75
"31412526",c,732,17687.28
"43952485",c,733,7680.15
"78806050",c,734,9670.29
"71415850",c,735,9481.47
"23758720",c,736,11775.11
"53008912",c,737,7525.55
"34395612",c,738,8992.84
"14878503",c,739,27053.21
"45106296",c,740,5406.23
"23874615",c,741,7351.23
"12778186",c,742,7184.86
"91886805",c,743,25786.19
"82209325",c,744,7391.78
"67887614",c,745,9147.96
"21175355",c,747,27908.73
"28194933",c,748,25959.22
"11107104",c,749,35222.98
"67014929",c,750,22286.96
"89088899",c,751,9632.50
"49279693",c,752,8067.96
"14287883",c,753,36187.56
"18032886",c,754,7756.66
"82303369",c,755,15159.79
"40743393",c,756,8683.75
"50202426",c,757,22651.93
"30591617",c,758,10508.04
"86665232",c,759,17226.37
"11453820",c,760,21865.69
"60612674",c,761,4257.36
"82363959",c,763,30229.70
"47558859",c,764,32899.06
"38670877",c,765,7109.66
"89772357",c,766,37990.74
"35028266",c,767,34587.76
"23240810",c,768,7048.20
"23799230",c,769,7886.42
"63672118",c,770,34370.98
"85403635",c,771,21833.57
"79852314",c,772,35520.49
"28205317",c,774,32006.41
"60133779",c,775,35283.49
"36916943",c,776,24428.66
"27365461",c,777,6229.51
"24154179",c,778,5121.21
"73000967",c,779,35657.90
"11943259",c,780,12315.37
"66964910",c,782,24776.65
"65585431",c,783,6001.72
"18821280",c,784,17457.64
"54273681",c,785,15425.41
"70378888",c,786,33994.93
"21747701",c,787,5753.30
"81461544",c,788,13242.19
"29390392",c,789,8716.82
"44287320",c,791,11310.05
"39794806",s,718,34029.00
"49381602",c,793,9290.65
"36572632",c,795,30816.23
"76648406",c,796,3609.05
"37834727",c,797,32396.17
"54470370",c,798,23567.56
"58830701",c,799,39628.75
"33741564",c,800,17746.05
"76927157",c,801,33082.13
"15822440",c,802,9368.46
"84870193",c,803,7026.32
"36689843",c,804,32206.68
"68697359",c,805,4834.26
"50833803",c,808,7898.58
"23367309",c,809,23936.26
"67266653",c,810,28588.01
"37337152",c,811,7123.96
"76490611",c,812,33858.15
"45930000",c,813,7873.78
"32796321",c,814,6733.69
"76034151",c,815,9680.02
"75812744",c,816,18048.60
"98734026",c,817,7181.58
"21391907",c,818,7982.86
"81145442",c,819,22145.31
"22689272",c,820,21226.51
"47604743",c,821,23930.02
"32417608",c,822,13070.65
"62555924",c,823,36197.97
"52990905",c,824,7705.32
"23646171",c,825,7112.22
"55474784",c,826,3444.14
"59514348",c,827,6911.94
"81590813",c,828,14123.98
"89660910",c,829,37355.00
"15266475",c,830,10648.90
"76992375",c,831,18488.09
"56581435",c,832,6475.45
"43114220",c,833,9948.40
"28942967",c,834,8114.04
"63927145",c,835,9748.27
"14510434",c,836,19335.46
"13248246",c,837,8226.01
"44774195",c,838,6728.76
"58710227",c,839,12120.28
"32651742",c,840,6631.53
"75244107",c,841,8404.63
"75536859",c,842,35965.69
"46523238",c,843,35760.91
"39136728",c,845,8589.49
"27784586",c,846,5150.42
"77318608",c,848,3799.46
"18640482",c,850,6287.60
"47024358",c,851,17302.54
"44977124",c,852,16944.79
"18981694",c,853,20971.76
"90218541",c,854,7708.90
"46471606",c,855,5951.54
"40231143",c,856,25624.66
"58733704",c,857,7622.73
"39840357",c,859,18625.15
"18940456",c,860,26054.97
"50959829",c,861,9333.94
"16742091",c,862,8832.33
"75146459",c,863,34886.75
"63365788",c,864,13215.78
"81773646",c,865,7312.42
"98780569",c,868,20868.12
"51311094",c,869,4237.59
"22528565",c,870,32890.54
"61907354",c,872,6914.78
"36591501",c,873,27252.46
"41937178",c,874,5871.77
"15046187",c,875,11708.16
"63414180",c,1352,6830.25
"28663139",c,1353,17626.88
"40062569",c,877,32213.23
"84308226",c,878,22807.02
"81272649",c,879,19092.05
"84170215",c,880,25571.21
"99469415",c,881,4119.44
"36605804",c,882,7513.84
"29710594",c,883,17099.88
"31052980",c,884,7054.74
"61808771",c,885,11830.70
"33297612",c,886,23556.34
"58908810",c,887,23286.89
"92174316",c,888,4991.57
"15424955",c,889,22224.65
"81368837",c,890,16398.61
"87459722",c,891,9736.55
"32568570",c,892,34917.81
"33284170",c,894,19380.07
"25355503",c,895,4365.89
"99242666",c,897,22976.17
"61364825",c,898,37998.59
"86958651",c,899,9841.82
"84739966",c,900,7891.88
"81976505",c,901,5790.23
"55780442",c,902,26376.11
"25237775",c,903,4952.99
"11674932",c,904,9072.46
"28643084",c,907,13189.79
"20110178",c,908,8109.09
"74397984",c,909,23790.24
"96934285",c,910,6974.83
"85977437",c,911,27498.35
"11074001",c,912,28181.45
"65455029",c,913,6737.70
"48280025",c,914,20931.71
"20312666",c,915,3954.85
"91724881",c,916,27073.84
"34071567",c,917,7732.00
"56274110",c,918,36193.78
"81906088",c,919,29355.59
"36630991",c,920,12609.91
"27631678",c,921,7632.94
"97622198",c,922,17890.22
"43399196",c,923,12653.77
"62776027",c,924,7251.79
"54828758",c,925,20331.43
"77612506",c,926,5445.76
"23291936",c,927,4315.56
"57112520",c,928,15110.59
"90228794",c,929,8509.61
"13149128",c,931,7084.77
"51116521",c,932,5615.88
"11793455",c,933,24894.62
"79837798",c,934,4135.50
"77860996",c,935,15956.11
"21649611",c,936,26784.53
"56323340",c,939,34240.91
"46842993",c,940,3276.42
"53873891",c,941,2700.32
"71501691",c,943,20397.78
"75741872",c,944,17206.39
"89584347",c,946,32619.17
"96011382",c,948,3006.14
"85728509",c,949,6525.89
"48364416",c,950,35092.15
"95301743",c,951,34245.96
"64150100",c,952,14159.05
"70412943",c,953,23799.19
"92032696",c,954,37093.49
"64089173",c,955,14639.21
"85449086",c,956,25622.56
"80800736",c,1354,5189.10
"59969057",c,1355,23041.65
"71577001",c,1356,4126.09
"74231660",c,957,16517.33
"59206635",c,958,8504.66
"15861937",c,960,12361.03
"17200727",c,962,9163.62
"39611108",c,963,6105.68
"63304188",c,964,8756.19
"39296520",c,965,8490.66
"58404775",c,966,35311.25
"31226001",c,967,7215.43
"54687853",c,968,29962.37
"10656200",c,969,5470.56
"40465012",c,970,7406.57
"44108022",c,971,18978.57
"39151052",c,972,7380.65
"91888216",c,973,9908.84
"88076410",c,974,28883.81
"30946137",c,975,15332.80
"10825620",c,976,9717.36
"15720501",c,977,4649.08
"57857181",c,978,8364.75
"16171094",c,979,17944.56
"60751053",c,980,23324.62
"67765651",c,981,13879.45
"99419136",c,982,7113.82
"60885793",c,983,7851.73
"71805034",c,984,8515.28
"98831723",c,985,24712.94
"46354962",c,986,7559.34
"42513974",c,987,36546.68
"51767332",c,988,9835.14
"21955156",c,990,6721.88
"28557500",c,991,33731.11
"99109346",c,992,4521.85
"59075529",c,993,7634.98
"29845082",c,994,32342.03
"79348281",c,995,6702.96
"62551983",c,998,8126.24
"91896591",c,999,5103.06
"49232137",c,1001,12601.97
"11160829",c,1002,19298.38
"70116581",c,1003,17416.94
"10670959",c,1004,3470.67
"26986209",c,1005,7285.92
"86721586",c,1006,4425.37
"24279825",c,1007,7583.51
"73079001",c,1008,27586.20
"64340636",c,1009,28227.09
"45135774",c,1010,8050.70
"88646314",c,1011,7983.75
"55359814",c,1012,14222.00
"45290602",c,1013,7135.81
"96662214",c,1014,9199.68
"76833270",c,1015,23181.12
"32515423",c,1016,34973.29
"50533172",c,1017,19226.62
"95348189",c,1018,36897.92
"75234736",c,1019,7883.65
"42478328",c,1021,17528.48
"65307970",c,1022,14411.24
"99633016",c,1023,15894.89
"31728048",c,1024,24483.75
"10174337",c,1025,4980.98
"83683424",c,1026,5760.48
"29537977",c,1027,8914.64
"82009654",c,1028,30179.58
"88155058",c,1029,5035.59
"38283788",c,1030,5837.38
"40885120",c,1031,8856.89
"38199653",c,1032,25566.52
"72036742",c,1033,7835.87
"91904758",c,1034,6863.64
"47079591",c,1035,7583.94
"47610334",c,1036,30060.30
"16847098",c,1038,20848.49
"99032481",c,1039,37634.10
"72000011",c,1040,34885.07
"23550590",c,1041,18614.76
"30747570",c,1042,13519.46
"65127503",c,1043,31619.48
"14188598",c,1044,27410.74
"58054873",c,1045,14326.62
"69090863",c,1046,11129.43
"78332687",c,1048,16643.65
"21461921",c,1049,31544.04
"92520350",c,1050,4793.31
"96486916",c,1051,29730.95
"79207573",c,1052,11175.71
"58322275",c,1053,6353.72
"31433586",c,1054,9604.76
"90272051",c,1055,31649.13
"11016149",c,1056,25517.20
"87772281",c,1057,30787.67
"21437354",c,1058,6234.96
"79383927",c,1059,21019.81
"20784673",c,1060,32290.79
"42313664",c,1061,27919.30
"40876183",c,1062,23447.87
"53559469",c,1063,16469.52
"38724803",c,1065,4850.27
"72614676",c,1066,7552.36
"34092298",c,1068,19258.88
"76532032",c,1069,15624.80
"58443086",c,1070,10751.90
"35752304",c,1071,30682.58
"43220055",c,1072,4370.77
"94578665",c,1073,6314.67
"49977375",c,1074,5857.71
"42435852",c,1076,15817.97
"41599437",c,1077,7151.09
"17666346",c,1078,7159.95
"58454902",c,1079,15523.72
"84030855",c,1080,36464.11
"80290119",c,1081,6400.70
"91664552",c,1082,27551.01
"89661337",c,1085,15253.13
"61479919",c,1086,9522.79
"84777989",c,1087,27159.50
"64211323",c,1088,16718.27
"92166340",c,1089,17738.83
"66990808",c,1090,17548.24
"33574964",c,1091,4291.81
"70686012",c,1093,30342.54
